46161,
46393,"でも、3,4ヶ月前くらいから、"
46835,(12月30日)から
46840,(去年の5月頃から
46841,(現在20代後半)から
46842,(現在40代)から
46843,(産前から
46848,)、かなり昔から
46854,"1,2年ほど前から、"
46855,1.5から
46857,1.ヶ月前から
46858,10ヶ月くらい前から
46860,10代から
46861,10代のころから
46862,10代の後半頃から
46863,10代の時から
46866,10代の頃から
46873,10代の頃から、
46875,10代前半頃から
46876,10代後半の頃より
46877,10分ほど放置したらヒリヒリしてから
46878,10年くらい前から
46880,10年くらい前から、
46881,10年ぐらい前から
46882,10年ぐらい前から、
46883,10年ほど前から
46899,10年ほど前から、
46907,10年ほど前からから
46908,10年ほど前より
46909,10年以上前/昔から
46910,10年以上前から
46917,10年以上前から、
46921,10年以上昔から
46922,10年前から
46932,10年前から、
46933,10年前くらいから
46935,10年前くらいから、
46936,10年前くらい前から
46937,10年前ぐらいから
46939,10年前に就職をしてから、
46940,10年前ほどから
46941,10年前位から、
46942,10年程前から
46948,10年程前に強制猥褻未遂、DV他等にあってから
46949,10年近く前から、
46950,10数年前から
46952,10日くらい前から
46954,10日程前から
46955,10時から
46957,10時半から
46958,10月ごろから
46960,10月に生理がきてから
46961,10月中旬から
46962,10月頃から
46964,10歳くらいから
46966,11月7日から
46967,11月から
46969,11月ごろから、
46970,11月に入った頃から
46971,11月に入ってから
46972,11月上旬から
46973,11月中頃から
46974,11月前から
46975,11月頃から
46976,11歳の娘が5日前から、
46977,12/5から
46978,12年前から
46980,12月31日から
46981,12月から
46983,12月くらいから
46984,12月に入ってから、
46986,12月より
46987,12月中旬から、
46988,12月中頃から、
46989,12月末頃から
46990,12月頃から
46991,130から
46992,13年前から
46993,15年くらい前から
46995,15年くらい前から、
46996,15年ほど前から
47001,15年ほど前から、
47005,15年ほど前の思春期の頃から、
47007,15年前から
47009,15年前より
47010,15年程前から
47011,15歳の時から、
47012,15歳位から
47013,16年3月から
47014,16年の11月から
47015,16歳の長女、10か月ほど前から
47018,18から
47019,18の頃から
47020,18歳くらいから
47021,18歳ぐらいから、
47023,18歳ごろから
47024,18歳になってから
47025,19歳から
47027,19歳くらいの時から
47028,1か月ほど前から
47036,1か月ほど前から、
47038,1か月前から
47040,1か月前から、
47043,1か月前くらいから
47044,1か月前くらいから、
47045,1か月前位から、
47047,1か月前頃から、
47048,1か月近く前から
47051,1ケ月くらい前から
47052,1ヵ月ぐらい前から
47055,1ヵ月前から
47057,1ヵ月前くらいから
47058,1ヵ月程前から
47059,1ヶ月から
47061,1ヶ月くらいから、
47062,1ヶ月くらい前から
47063,1ヶ月くらい前から、
47064,1ヶ月くらい前に突き指をしてから
47065,1ヶ月ほど前から
47074,1ヶ月ほど前から、
47080,1ヶ月位前から、
47081,1ヶ月前から
47086,1ヶ月前から、
47088,1ヶ月前ぐらいから、
47089,1ヶ月前より
47091,1ヶ月程前から
47093,1ヶ月程前から、
47095,1周間ほど前から
47096,1年くらい前から
47111,1年くらい前から、
47113,1年ぐらい前から、
47115,1年ほど前から
47147,1年ほど前から、
47156,1年ほど前に現在の事務仕事に転職してから、
47157,1年以上前から
47161,1年位前から
47164,1年位前より
47166,1年前から
47186,1年前くらいから
47191,1年前くらいから、
47193,1年前ぐらいから
47197,1年前位から
47198,1年半ほど前から
47199,1年半前から
47201,1年半前くらいから、
47203,1年半前の産後から
47204,1年程前から
47214,1年程前から、
47215,1日3錠から
47217,1日中布団から
47218,1日前から、
47219,1日目の後半から
47220,1時間から
47225,1月あたりから
47226,1月から
47229,1月ころから、
47232,1月中旬ごろから、
47233,1月中旬より、
47234,1月初旬から、
47235,1月前から
47236,1月半ばから
47239,1月半ばくらいから
47240,1月程前から、
47241,1月頃から
47242,1月頃から、
47244,1歳あたりから
47245,1歳ぐらいの頃から
47246,1歳の頃より
47248,1歳半から
47249,1歳半の娘が、去年の11月に保育園に入園してから
47250,1週刊前から
47253,1週間くらい前から
47255,1週間ぐらい前から
47257,1週間ぐらい前から、
47258,1週間ほど前から
47267,1週間ほど前から、
47271,1週間前から
47289,1週間前から、
47291,1週間前くらいから
47292,1週間前ぐらいから
47293,1週間前程から
47295,1週間程前から
47299,1６週頃から
47300,1～2ヶ月前から
47301,"2,3ヶ月前から"
47302,"2,3年前あたりから、"
47303,"2,3年前から"
47306,"2,3年前くらいから"
47307,"2,3年前ほどから"
47308,"2,3日前から、"
47309,2-3ヶ月前から、
47311,2-3ヶ月程前より
47312,2.0から、
47313,2.3ヶ月前から
47314,2.3年ほど前から
47315,2.3年前から
47316,2.3日前から
47317,2/3(金)より
47318,2005年夏頃から
47319,2006年から
47320,2010年頃より
47321,2012年頃から、
47322,2013年から
47325,2014年頃から
47326,2015.10〜/夫の精子をのどに受けてから
47329,2015年2月頃から
47330,2015年、夏頃から
47332,2015年の5月くらいから
47333,2015年中頃から
47334,2016年11月より
47335,2016年12月5日の起床時から
47336,2016年12月から
47337,2016年1月頃より
47338,2016年4月ごろより
47339,2016年の11月ごろから、
47340,2016年の6月ごろから
47342,2016年の約秋頃から、
47343,2016年春頃より、
47344,2016年暮れ頃から、
47345,2016年秋頃から、
47346,2017年1月あたりから、
47347,2017年1月の終わり頃から
47351,2017年1月頃から
47352,2017年の今年に入ってから、
47354,2017年１月から
47356,20:00頃から
47358,20を過ぎてから、
47359,20ミリから
47360,20代から
47366,20代の前半頃から
47367,20代の女です
47371,20代の頃から
47372,20代を超えてから
47373,20代前半から
47374,20代前半から、
47375,20代半ば頃から
47376,20代後半から
47382,20代後半になってから、
47383,20代過ぎから
47384,20年ほど前から
47386,20年以上前から
47387,20年以上前から、
47388,20年前から
47390,20年前より
47391,20歳から
47392,20歳くらいから
47393,20歳になってから
47394,20歳の頃から
47396,20歳を超えた頃から
47397,20歳を過ぎた頃から、
47398,20歳を過ぎてから
47399,20歳前後から
47401,20歳頃から
47402,20歳頃から、
47403,21日から
47405,22歳頃から
47406,23才になった頃から、
47407,23歳ごろから
47408,23歳男です
47412,24歳男性半年前から
47413,24歳頃から
47414,25年くらい前から
47415,25歳くらいから
47416,25歳頃から
47418,29歳女
47420,2、3年前から
47421,2、3年前から、
47422,2、3日前から
47424,2、3日曜前から、
47425,2〜3ヶ月前から、
47426,2〜3年ほど前から
47427,2〜3年前から
47428,2〜3年前から、
47431,2〜3年程前から、
47432,2〜3日前から
47433,2〜3日前から、
47434,2〜3週間くらい前から、
47438,2〜3週間ほど前から
47439,2〜3週間前から、
47440,2か月ぐらい前から
47441,2か月ごろから
47442,2か月ほど前から、
47444,2か月以上前から
47445,2か月前から
47446,2か月前から10日間ぐらい続いてから
47447,2か月程前から
47449,2カ月ほど前から、
47451,2カ月前から
47456,2ケ月ほど前から
47457,2ヵ月くらい前から
47458,2ヶ月から
47459,2ヶ月くらい前から
47460,2ヶ月ぐらいの頃から、
47462,2ヶ月ぐらい前から
47463,2ヶ月ほど前から
47469,2ヶ月ほど前から、
47475,2ヶ月ほど前より、
47476,2ヶ月前から
47487,2ヶ月程前から
47492,2ヶ月程前から、
47494,2回サラ金から
47495,2回目の投与後から
47497,2年くらい前から
47505,2年くらい前から、
47510,2年ほど前から
47533,2年ほど前から、
47549,2年ほど前より、
47550,2年位前から、
47551,2年前から
47568,2年前くらいから
47570,2年前くらいから、
47571,2年前ぐらいから
47574,2年前の夏頃から
47575,2年前ほどから
47578,2年前位から、
47581,2年前程から
47582,2年前程より、
47584,2年前？の頃から
47585,2年半ほど前から
47586,2年半前から
47587,2年半前くらいに子育てを始めだしてから
47588,2年程前から
47597,2年程前から、
47598,2度ほどきてから
47599,2日くらい前から
47602,2時から
47604,2時間から
47605,2時間後位から
47606,2月10日から
47607,2月11日ごろから
47608,2月23日から
47610,2月2日のお昼頃から
47611,2月から
47613,2月に入ってから
47615,2月上旬から
47616,2月下旬から
47618,2歳から
47619,2歳のころから、
47620,2歳の頃から
47621,2歳半の娘は保育園に通うようになってから
47622,2歳過ぎた頃から、
47623,2歳頃から
47624,2歳頃から、
47625,2週間から
47627,2週間くらい前から
47628,2週間くらい前から、
47630,2週間ぐらい前から
47631,2週間ほど前から
47650,2週間ほど前から、
47654,2週間ほど前より
47655,2週間前から
47660,2週間前から、
47662,2週間前くらいから
47665,2週間前ぐらいから
47666,2週間前上司に仕事に対する姿勢を怒られてから、
47667,2週間程前から
47669,2週間程前から、
47670,2，3日ほど前から
47671,2～3年前から
47673,2～3年前くらいから
47674,2～3日前から
47675,2～3日前から、
47676,2～3週間前から
47678,3-4年前から
47679,30代から
47680,30代になった頃から、
47681,30代になってから
47684,30代になってから、
47685,30代に入ってから、
47686,30代の時から
47687,30代より
47688,30代半ば頃から、
47690,30代後半から、
47691,30分から
47692,30年位前から
47693,30才で25才頃から、
47694,30日から
47697,30歳で二年前くらいから
47699,30歳を過ぎてから、
47701,32歳で下の子を出産してから、
47702,33歳を超えたころから、
47703,35度台から
47704,36.4℃ぐらいから
47705,36週あたりから
47706,37.0度から
47708,37歳男性　1年くらい前から
47709,38度５分から
47710,38週から
47711,3~4年前から
47713,3、4年くらい前から、
47714,3〜4年前から
47716,3〜4年前から、
47721,3から
47725,3か月くらい前から
47726,3か月くらい前から、
47727,3か月前から
47730,3カ月ほど前から
47731,3カ月前から
47733,3カ月前より
47734,3キロほど減り、悪阻が終わってから
47735,3ヶ月〜半年前より
47736,3ヶ月から
47737,3ヶ月くらい前から
47738,3ヶ月くらい前から、
47740,3ヶ月ほど前から
47750,3ヶ月ほど前から、
47754,3ヶ月位前から
47756,3ヶ月前から
47776,3ヶ月前の11月頃から
47777,3ヶ月前辺りから
47778,3ヶ月程前から
47780,3ヶ月程前から、
47781,3年くらい前から
47783,3年くらい前から、
47786,3年ほど前から
47805,3年ほど前から、
47812,3年位前から、
47813,3年前から
47829,3年前くらいから
47833,3年前ぐらいから
47835,3年前ほどから
47836,3年前より
47837,3年生になってから
47838,3年程前から
47849,3日くらい前から
47851,3日ほど前から
47858,3日ほど前から、
47859,3日前から
47864,3日前から、
47867,3日前くらいから、
47868,3日前ぐらいから
47870,3日前ぐらいから、
47871,3日前ほどから、
47874,3月1日から
47876,3月から肉芽のようなものができてしまい、治療などしているのですが
47878,3月くらいから
47879,3月の上旬頃から、
47880,3月より
47881,3月末から
47882,3歳ごろから、
47883,3歳になった頃から
47884,3歳のころから
47885,3歳の頃から
47886,3歳頃から
47887,3週間ほど前から
47888,3週間ほど前より、
47889,3週間前から、
47890,3週間前くらいから、
47891,3～4ヵ月前から
47892,3～4年ほど前から
47893,3～4年前から
47894,3～4日前から
47895,4.5年ほど前より、
47896,4.5年前から、
47897,4/26から
47898,40代になってから
47900,40代を過ぎた頃から、
47901,40日から
47902,40歳になったころから、
47905,40歳を過ぎたころから、
47908,40歳を過ぎてから、
47910,40歳代後半頃から
47912,41歳の頃から
47913,45kg代から
47915,45歳を超えてから
47916,47歳主婦です
47919,4〜5年前から
47920,4か月ほど前から
47922,4か月前から
47925,4ヶ月前から
47926,4ヶ月前から、
47927,4ヶ月程前から、
47928,4年から
47929,4年くらい前から
47930,4年ほど前から
47935,4年ほど前から、
47937,4年位前より
47938,4年前から
47944,4年前から、
47946,4年前くらいから
47948,4年前ぐらいから
47949,4年前にリタイアしてから
47950,4年前ほどから
47952,4年前より
47953,4年程前から
47954,4年程前から、
47955,4日ほど前から
47956,4日前から
47961,4日前の23日より
47962,4日程前から
47963,4月9日より
47964,4月から
47969,4月の4日から
47970,4歳の娘が先々週くらいから
47971,4歳少し前くらいから
47972,4～5年前から
47975,4～5年前から、
47976,"5,6年ほど前から、"
47977,5.6年前から
47978,50代から
47979,50代に入ってから
47980,50歳になった頃から、
47981,50歳を超えてから、
47982,50歳を過ぎてから
47983,54歳、昨夜から
47984,58キロから
47985,5か月くらい前から
47988,5と閉経時の数値より
47989,5ヶ月前から
47991,5ヶ月頃から
47993,5年くらい前から
47995,5年ぐらい前から
47997,5年ほど前から
48012,5年ほど前から、
48026,5年以上前から
48031,5年前から
48035,5年前から、
48036,5年前くらいから
48041,5年前くらいから、
48042,5年前ぐらいから
48043,5年前ぐらいから、
48044,5年前に出産してから
48045,5年前に離婚してから
48046,5年前ほどから
48048,5年前位から
48050,5年程前から
48053,5年程前から、
48054,5日ほど前から、
48055,5日前から
48056,5月から
48058,5月に出産してから、
48059,5月頃から
48060,5歳ごろから
48062,5歳の娘が2歳くらいから
48063,5程前から、
48064,5～6年前から、
48065,63歳の母年前から、
48066,65歳男性
48068,6ヶ月頃から
48069,6年ほど前から
48074,6年前から
48077,6年生から
48078,6日後から
48079,7.8から
48080,7〜8年前から
48081,7ヶ月の終わり頃から
48082,7ヶ月前から
48083,7ヶ月頃から
48084,7年ぐらい前から
48085,7年ほど前から
48089,7年前から
48091,7年程前から
48092,7日から
48097,7月終わりから
48098,85歳ぐらいから
48100,8か月前から
48102,8年くらい前から
48104,8年ほど前から
48107,8年前から
48110,8年前以上から
48111,8年程前から、
48112,8時45分から
48113,8月から
48115,8月頃から
48121,9月から
48124,9月上旬から
48125,9月初旬より
48130,9月後半より
48131,9月頃から、
48132,9歳の頃から
48137,MRIを撮ってから
48141,℉前から
48142,　今年に入りましてから
48143,　夕食後から
48144,　子供の頃から
48145,　数年前から
48147,　数年前から、
48151,「銀のベンザブロック」を飲んでから
48152,『自殺しようかな』と軽く考えてしまってから
48155,あの時から
48159,ある日から
48160,ある日から、
48162,ある時から
48164,あんまり太ってなかった中学生のころから
48165,いいのでしょうか？一昨年から
48166,いい治療法や普段から
48167,いってから
48168,いつから→幼い頃から
48171,いつからかわからないほど前から
48172,いつから：半年前から
48175,いつから：１年前の１月から
48179,いつも挿入してから
48180,いつも測る時間まで待ってから
48181,いつ頃から
48183,いつ頃から、
48184,おとついから、
48185,おとといから
48187,おとといから、
48188,おとといの夜から
48191,お正月くらいから、
48192,お風呂に入ってる時から
48196,かなり前から
48202,きのうから
48204,けっこう前から
48205,げりがなおらないです　
48207,"ここ1,2ヶ月で朝起きてから"
48210,ここ1ヶ月くらい前から、
48211,ここ1ヶ月ほど前から、
48212,ここ1年くらい前から
48213,ここ1年位から朝起きてから
48214,ここ1年前から
48215,ここ1年程から
48217,ここ1月前くらいから
48218,ここ1週間くらい前から
48220,ここ2〜3ヶ月くらい前から
48222,ここ2〜3年以前より
48223,ここ2〜3日前から、
48225,ここ2週間前ほどから
48226,ここ40代後半から、
48227,ここ一ヶ月くらいから、
48228,ここ一年くらい前から、
48230,ここ半年くらいから、
48231,ここ半年ぐらい前から、
48232,ここ半年位前から
48233,ここ半年前から、
48234,ここ半年前ほど前から
48235,ここ半月ぐらいから
48236,ここ数か月ほど前から、
48237,ここ数か月前から
48238,ここ数ヶ月前から
48239,ここ数年前から
48240,ここ数年前から、
48241,ここ数日前から
48242,ここ最近から
48243,ここ１年くらい前から、
48244,ここ１～２年ほど前から、
48245,ここ２ヶ月ぐらい前から
48247,ここ２～３年前より
48248,ここ２～３週間前から
48249,ここ３年くらい前から
48250,こちらに来てから
48251,こどもの頃から
48253,このようなことはなく、室内での仕事に変わってから
48254,この仕事を始めてから、
48255,この数日前から、
48256,この時期になってから
48258,この治療を始めてから、
48259,この症状が出始めてから、
48260,この間の最後の生理が10月29に終わってから
48261,この関東に来てから
48265,こんな日々から
48266,こんにちは
48270,こんにちは。3年くらい前から
48271,こんにちは。この一週間くらい前から
48272,こんにちは。半年前から、
48273,こんにちは。私は15歳くらいから
48274,こんにちは。１年くらい前から
48275,しばらく前から
48277,すでに痛くなってから
48278,ずっと前から
48283,その2～3日後から
48284,そのうえ最終生理が終わってから
48285,そのお薬を飲んでから
48287,そのころより
48288,その以前から
48290,その前から
48291,その夕方から
48292,その当初から
48293,その後、出産してから
48294,その後から
48305,その時々により
48306,その時から
48310,その時により
48312,その時期から
48313,その直後から
48314,その翌日から
48318,その頃から
48327,それがあってから、
48328,それとも再び病院で診察してもらってから、
48329,それらを止めてから
48330,それ以前から
48332,だいぶ以前から、
48333,だいぶ前から
48334,だいぶ前から、
48337,ちょうど1年前に転職してから、
48338,ちょうど同じ時期から
48339,ちょうど昨年から
48340,ついた瞬間、断裂していたところから
48341,つい一ヶ月前から
48343,つい先日から、
48344,つい２週間程前から
48345,つき合ってから
48346,つわりが始まったころから
48347,どうしたらいいでしょうか？
48349,どうすればいいでしょうか？2年ほど前から
48353,どこか遠くから
48354,どのくらいの年齢から
48357,なんとなく、一年前くらいから、
48358,はじめから
48360,ひっかいた時により
48361,ひと月ほど前から
48363,ひと月ほど前から、
48365,ふだんから
48369,また胎動を感じ始めてから、
48372,まだ６歳だから
48373,もう10年以上前から、
48374,もう1年以上も前から、
48375,もう2〜3年も前から、
48377,もうかなり前から、
48379,もうだいぶ前から
48380,もう何ヶ月も前から
48381,もう何年も前から
48388,もう２０年以上前から
48389,もう５年ほど前から
48390,もっと前から
48391,やめてから
48393,インフルエンザにかかってから
48394,インフルエンザの予防接種を受けてから
48395,オペ当時から、
48396,カンジタが妊娠してから
48397,ガスストーブの前から
48399,コンタクトをしてから
48400,ジョギングを始めてから
48401,ステージ3から
48402,スマホに替えてから
48403,スマホを所持してから
48404,タバコをやめてから
48405,タバコを吸い始めてから
48409,チョコレート、粒胡椒、胡麻など小さい頃から
48410,テレビを見ている時から、
48411,デスクワークを始めてから
48412,デベソに気付いてから、
48414,トイレをある程度我慢してから
48415,ドライヤーで乾かしてから
48421,ハイな気分、
48425,パートもせず、主婦業1本になってから
48427,ピルを処方されたりホルモン注射を打ってもらってから
48428,ピルを服用するのをやめてから、
48429,ピルを辞めてから、
48430,ピルを飲み始めてから
48431,フリーになってから
48432,ホルモン剤を服用してから
48434,メガネで生活していたころより
48435,メガネを装着するようになってから
48436,ヨーグルトを食べてから
48437,レーシックを受けてから
48438,・1週間前くらいから、
48441,一か月くらい前？から
48442,一か月ほど前から
48452,一か月ほど前から、
48454,一か月前から
48459,一か月前から、
48461,一か月前頃から
48462,一ヵ月ほど前から
48463,一ヶ月くらい前から
48467,一ヶ月ほど前から
48481,一ヶ月位前から
48482,一ヶ月前から
48491,一ヶ月前くらいから、
48492,一ヶ月前ぐらいから
48493,一ヶ月半位前から
48494,一ヶ月半前から
48496,一ヶ月程前から
48500,一人暮らしになってから
48501,一人暮らしを始めてから
48506,一人暮らしを始めてから、
48507,一年〜半年くらい前から、
48509,一年くらい前から
48516,一年ぐらい前から
48517,一年ほど前から
48539,一年ほど前から、
48546,一年以上前から
48549,一年前から
48569,一年前から、
48572,一年前くらいから
48574,一年前くらいから、
48575,一年前ごろから
48576,一年前位から
48577,一年前頃から、
48578,一年半ほど前から
48579,一年半まえから、
48580,一年半前ほどから、
48581,一年程前から
48585,一年程前から、
48590,一度なってから
48591,一度にやめて忙しくなってから
48592,一度臭いと言われてから、
48596,一昨年から
48599,一昨年ぐらいから
48603,一昨年ごろから
48604,一昨年の6月より
48605,一昨年の9月から
48606,一昨年ほど前から
48607,一昨日あたりから、
48609,一昨日から
48617,一昨日くらいから
48618,一時期より
48620,一時間から
48625,一月ほど前から、
48627,一月前から
48629,一月前くらいから
48632,一月程前から
48633,一歳ごろから
48634,一歳になった頃から
48635,一歳の時から
48640,一番ひどい頃から
48641,一週間から
48643,一週間くらい前から
48644,一週間くらい前から、
48646,一週間ぐらい前から
48647,一週間ほど前から
48655,一週間ほど前から、
48659,一週間前から
48676,一週間前から彼氏の浮気が発覚してから
48677,一週間前くらいから、
48678,一週間前ぐらいから
48679,一週間前位から
48680,一週間程前から
48683,一週間程前から、
48687,七ヶ月頃から
48688,三ケ月ほど前から、
48690,三センタから
48691,三ヶ月くらい前から
48693,三ヶ月ほど前から
48695,三ヶ月ほど前から、
48698,三年ほど前から
48702,三年ほど前から、
48704,三年前から
48707,三年前に社会人になってから、
48708,三年程前から
48709,三年～四年ほど前から、
48711,三日前から
48712,三日前の夕方から
48713,三週間ほど前から
48715,三週間ほど前から、
48716,上140から
48717,下80から
48718,下の子の産後から
48723,中学1年生の頃から
48724,中学2年のはじめ頃から、
48725,中学3年生ぐらいの時から
48726,中学に入学してから
48727,中学のころから
48728,中学の時から
48730,中学の頃から
48735,中学二年生のころから
48736,中学校に入学してから、
48737,中学校の時から
48738,中学校の時から、
48739,中学生くらいの時から、
48740,中学生ぐらいの時から
48741,中学生になったこどもが、二学期になってから
48742,中学生になったころから、
48743,中学生のころから
48748,中学生のころから、
48751,中学生の時から
48760,中学生の頃から
48778,中学生の頃から、
48782,中学生位の頃から
48783,中学生頃から
48785,中学１年の２学期頃から
48786,予定日から
48790,予定日より
48795,予定日経過から
48796,予定（３０日周期）より、
48797,予期不安から
48798,予防接種の次の日から
48799,二、三ヶ月前から
48800,二、三年ほど前から
48801,二、三年前から、
48802,二か月前から
48803,二カ月くらい前から、
48804,二ヶ月ほど前から
48806,二ヶ月ほど前から、
48807,二ヶ月前から
48811,二ヶ月前くらいから、
48813,二ヶ月後から
48814,二ヶ月程前から
48815,二十代後半になってから、
48816,二十歳を過ぎてから
48817,二年ほど前から
48819,二年ほど前から、
48823,二年前から
48829,二年前から、
48832,二年前くらいから
48833,二年前ぐらい前から
48834,二日ほど前から
48835,二日前から
48837,二週間くらい前から
48838,二週間ほど前から
48840,二週間ほど前から、
48845,二週間以上前から、
48846,二週間前から
48851,二週間前ほど前から
48852,二週間程前から
48853,五年ほど前から、
48854,五年ほど前より、
48855,五年前から
48856,今から
48873,今より
48884,今年1月から
48885,今年2月頃から
48888,今年から
48898,今年くらいから
48899,今年になってから
48901,今年に入ってから
48919,今年に入ってから、
48925,今年の1月から
48926,今年の1月くらいから
48927,今年の1月始めから、
48928,今年の2月頃から
48929,今年の3月に第1子を出産してから、
48930,今年の4月頃から
48931,今年の5月から
48932,今年の6月から
48935,今年の7月から
48940,今年の初めから
48941,今年の初め頃から
48943,今年の始めから
48944,今年の１月あたりから、
48945,今年の１月から、
48946,今年の１月頃から
48947,今年の３月ごろから
48948,今年の５月から
48949,今年の５月ごろから、
48950,今年三月中旬から、
48951,今年入った頃から
48952,今年度に入ってから
48953,今年４月に海外に住み始めてから、
48956,今度は２、３日前くらいから
48957,今日から
48958,今日学校から
48959,今月3月に入ってから
48960,今月から
48964,今月に入ってから、
48966,今月の3日から
48968,今月初旬頃から、
48969,今月１歳になる娘の事です
48973,今朝から
48974,今朝起きた時から
48977,今週から、
48978,今週月曜から
48979,今週月曜日から
48982,仕事が忙しくなってから
48983,仕事の前日の夜から
48984,仕事を変えてから
48985,仕事を始めて3カ月くらいから
48986,仕事を辞めて収入が不安定になってから
48987,仕事中など普段から
48988,仕事中に尿意を感じてから
48989,以前から
49039,以前から、
49045,以前は始まってから
49046,以前より
49102,以前より、
49104,以前引っ越しの際に重いもの(冷蔵庫など)を運んでから、
49105,以前親から
49106,以降から
49107,休みが明けてから
49108,休日の午前中から
49109,休職を開始してから、
49110,会社を不当解雇にあってから、
49111,位から
49112,低温期から
49113,体が火照っている感じ翌日から
49114,体調がおかしくなってから
49115,体調は大丈夫なのですが妊娠してから、
49116,何か常日頃から
49117,何か負担があるのでしょうか？家に帰ってきてから
49118,何が原因なのでしょうか？それから朝起きてから
49119,何ヶ月か前から
49120,何年か前から
49121,何年か前から、
49124,何年も前から
49125,何年も前から、
49127,何年前から
49130,何月ごろから
49132,何歳頃から
49133,便が水っぽくなる
49135,便を出してから
49136,保育園に行き始めた頃からだから、
49137,倒れた数日後から
49138,傷が癒えてから
49139,先々月くらいから
49141,先日から
49143,先日より
